x1,x2,f_best
1.6993766351188395,-2.0,1764092.2190482204
1.696999959408085,-2.0,1764077.0273599017
1.6998550099347338,-2.0,1764092.8674593386
1.701591909166282,-2.0,1764088.4340242054
1.6965783874234666,-2.0,1764072.2516777935
1.6989478057525302,-2.0,1764090.9514988184
1.7035142430200467,-2.0,1764071.118288221
1.7021370994823937,-2.0,1764084.8475999588
1.7000513011072504,-2.0,1764092.8999008832
1.6985582401460428,-2.0,1764089.237583018
1.7014432979644605,-2.0,1764089.2297448192
1.699059829082247,-2.0,1764091.3452283673
1.699082420192315,-2.0,1764091.4192648241
1.699749770420583,-2.0,1764092.794086277
1.7010036615372903,-2.0,1764091.1275060966
1.6915921620895227,-2.0,1763968.202187093
1.7000500162328047,-2.0,1764092.9001305378
1.6936767344056758,-2.0,1764022.3710361298
1.6909813758370371,-2.0,1763949.4268877725
1.6982728626303,-2.0,1764087.6422623533
1.7085444359929016,-2.0,1763964.1174035335
1.7020815202504795,-2.0,1764085.2612210184
1.700856483182414,-2.0,1764091.610467261
1.7079670577080295,-2.0,1763980.934022192
1.7057615350426267,-2.0,1764034.3459274222
1.7081865672650687,-2.0,1763974.6791765385
1.696201443444361,-2.0,1764067.450587871
1.6975026902737564,-2.0,1764081.9027228367
1.6997513272603317,-2.0,1764092.7954564637
1.7064333547172814,-2.0,1764019.8936621966
1.6940897536721913,-2.0,1764031.284090899
1.7026494071355707,-2.0,1764080.5217781963
1.7118482958379269,-2.0,1763845.2747937227
1.7033004942715368,-2.0,1764073.6879101442
1.701739966421826,-2.0,1764087.5637843453
1.7012539768947836,-2.0,1764090.1305795661
1.6950228279186734,-2.0,1764049.2045662417
1.6976815969650614,-2.0,1764083.4225909812
1.6983114011616276,-2.0,1764087.8744822447
1.705140270274803,-2.0,1764046.2936115304
1.699142272936097,-2.0,1764091.6067116656
1.6999390989849554,-2.0,1764092.898001115
1.6975252232711098,-2.0,1764082.100363468
1.6961638105165717,-2.0,1764066.9437400156
1.7048741378745595,-2.0,1764050.9950816361
1.7026631945264477,-2.0,1764080.392564696
1.6967793892301148,-2.0,1764074.6068895708
1.7042632006602891,-2.0,1764060.8426439022
1.705807030120788,-2.0,1764033.4174936977
1.6980403964363167,-2.0,1764086.1303654942
1.7009685180339895,-2.0,1764091.2497741394
1.6980302199747201,-2.0,1764086.0598246267
1.7017742180200053,-2.0,1764087.3514473124
1.7004648836297145,-2.0,1764092.523292148
1.6994639022596087,-2.0,1764092.3975440473
1.7015327626159646,-2.0,1764088.7600518966
1.6958411158159818,-2.0,1764062.3925109247
1.7006004591492199,-2.0,1764092.268496049
1.7028238276665906,-2.0,1764078.8377085994
1.7049341690776427,-2.0,1764049.9564006324
1.7050741407879717,-2.0,1764047.4851791447
1.7081271217816993,-2.0,1763976.3898363442
1.6938874340161527,-2.0,1764026.9931767269
1.7102273957120484,-2.0,1763908.390706388
1.6961883786067347,-2.0,1764067.275194216
1.7000880069651318,-2.0,1764092.8908802038
1.6993331294453367,-2.0,1764092.1200253586
1.707846437916103,-2.0,1763984.2986792943
1.6973779697958196,-2.0,1764080.7763811126
1.698889442367326,-2.0,1764090.728825736
1.7027521753980428,-2.0,1764079.54251717
1.696022003081656,-2.0,1764064.988961851
1.6997397727014845,-2.0,1764092.7850834336
1.6993581764135535,-2.0,1764092.1778501302
1.6985759917910317,-2.0,1764089.3273258784
1.6991966276005872,-2.0,1764091.7659886759
1.700085165220729,-2.0,1764092.8917483436
1.699610414871838,-2.0,1764092.636797204
1.6983598991724214,-2.0,1764088.1592681773
1.6999106603564553,-2.0,1764092.8904638812
1.6934066639755694,-2.0,1764016.2174460185
1.6987520193636718,-2.0,1764090.1570537817
1.701779436153872,-2.0,1764087.3187350426
1.705933108005094,-2.0,1764030.8064227242
1.704296660468497,-2.0,1764060.3373968794
1.7073301988942167,-2.0,1763998.1191502195
1.7022147102252871,-2.0,1764084.2517851014
1.6974889144376222,-2.0,1764081.7810103528
1.6998789929111704,-2.0,1764092.8787131163
1.6993650484231246,-2.0,1764092.1933282735
1.6994094780778626,-2.0,1764092.2893782917
1.699775752707777,-2.0,1764092.8158339136
1.6910349226438002,-2.0,1763951.12551841
1.697736072862006,-2.0,1764083.8629528994
1.6980700536772058,-2.0,1764086.3338585908
1.690414214947234,-2.0,1763930.8143346736
1.6969463847804471,-2.0,1764076.4552305648
1.701223869163527,-2.0,1764090.2621848958
1.700778856010526,-2.0,1764091.834413249
1.698308587300009,-2.0,1764087.8577042185
